run_folder,render_tag,episode_return,episode_steps,episode_time,mean_speed,max_speed,mean_base_height,left_contact_ratio,right_contact_ratio,mean_Fz_L_stance,mean_Fz_R_stance,mean_Ft_L_stance,mean_Ft_R_stance,max_Fz_L,max_Fz_R,max_Ft_L,max_Ft_R,max_mu_L,max_mu_R,total_energy,delta_x,CoT
run_1_20260305-153005,run_1_20260305-153005,1066.6779261097545,380,3.799999999999803,1.1994228059079903,2.225486874810152,0.3705592283389865,0.05,0.1,69.45259624782328,82.84976009240692,32.34011514414336,42.65104321807373,222.78457208474794,126.36048494952176,67.27899736956168,76.08727519238775,0.999999924885772,0.999999930414835,68.86884024616757,4.49048265871461,1.1953347626252406
run_2_20260305-190030,run_2_20260305-190030,4427.612275361083,914,9.139999999999722,1.9887443933257183,3.174636712023689,0.4394207647651197,0.04266958424507659,0.06892778993435449,121.22888590404531,100.59219068122866,59.03778129708234,38.142095379662614,388.2144359636137,223.66068039526976,121.58700924272942,74.5701579043888,0.9861713547062035,0.8986974555276268,129.5146471238619,18.03126675850956,0.5598252104075674
run_3_20260305-214924,run_3_20260305-214924,3963.4964054652955,852,8.519999999999515,1.9265796869487224,3.0608425364084337,0.42406963187197366,0.046948356807511735,0.07511737089201878,119.48271868639546,91.38072395160019,58.396495762805024,40.524358229423875,472.9115609603858,206.01173686794073,153.0294222362597,100.7454448749265,0.9246881589163186,0.9456522995968651,119.39285216708895,16.299250014491832,0.570913758934183
run_4_20260311-111054,run_4_20260311-111054,3618.4988893489353,1002,10.020000000000016,1.5906836087026945,2.365094201121758,0.47320364491628936,0.041916167664670656,0.07584830339321358,114.38330465750637,92.48493614752928,50.52059776977386,36.66816782898408,308.38393146572514,313.77336173765707,128.9920963650496,68.78301172835054,0.9999999631771496,0.9999999729003715,80.0935794305592,15.559688575368224,0.40119601114900244
run_5_20260312-075435,run_5_20260312-075435,1870.1035975978593,600,5.999999999999561,1.396980343924592,2.3575770179850535,0.4651368192973411,0.03166666666666667,0.1,97.37324041633454,84.97675576426447,48.91618424757594,35.9082217316638,283.8567662607683,289.44260811503256,84.53326158231444,64.88925737825987,0.9999999709226416,0.9999959432794078,48.05074456910988,8.18354439821029,0.45763421034525137
run_6_20260312-092652,run_6_20260312-092652,759.3462982350029,349,3.4899999999998372,1.016791800436124,1.7013678540844261,0.3718591120018444,0.02865329512893983,0.1174785100286533,62.958850633497654,78.86910360613689,38.07862098326813,35.538110312648584,100.8527617680508,256.09488160199857,64.18976180490534,64.98752480531542,0.9999998883491426,0.9999999422344611,30.104354173695388,3.4063880893881704,0.6888029414666552
