time,reward,reward_cumulative,speed,base_x,base_y,base_height,left_contact,right_contact,left_Fz,right_Fz,left_Ft,right_Ft,left_mu,right_mu,L_HAA_q,L_HAA_qd,L_HAA_tau,L_HFE_q,L_HFE_qd,L_HFE_tau,L_KFE_q,L_KFE_qd,L_KFE_tau,R_HAA_q,R_HAA_qd,R_HAA_tau,R_HFE_q,R_HFE_qd,R_HFE_tau,R_KFE_q,R_KFE_qd,R_KFE_tau
0.01,-3.3231873512268066,-3.3231873512268066,0.12258678138384661,0.017371453011512973,0.0008720824119667392,0.47565716653344764,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05285403944172787,-1.1494269994833843,-8.757644672034733,-0.2150208807024788,12.516191995058458,22.002663234629786,0.08124862702223254,-17.82945188250492,-33.5,-0.052745078443273315,1.1604310284559645,8.753297025009262,-0.21472386158574988,12.54615282219064,21.99080836150656,0.08158803435300085,-17.80193332444142,-33.5
0.020000000000000004,-2.0791990756988525,-5.402386426925659,0.14116034428663857,0.01875915863088603,0.0008684583923434814,0.47269492085342557,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.035543718491711826,-2.0972918466488415,-7.986915109250475,-0.08785093269129743,12.158882040405716,9.608434838605444,-0.12671712198244534,-21.403430474860546,-22.27774258267165,-0.03527982094663044,2.1153968481638974,7.975530732147911,-0.08703759210930323,12.217974993717887,9.57367710483695,-0.12727200298720764,-21.549155905940808,-22.62212813387591
0.030000000000000013,-0.23724110424518585,-5.639627531170845,0.10980643594765722,0.019958944598999197,0.0006512558510382712,0.4696366195747333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024379650700884437,-0.5753869556306563,2.2906052461573925,0.001995723701966436,6.9134276054518295,0.9915565754468616,-0.30939128650734693,-15.892066577668052,-8.00359571298418,-0.002268016375750999,3.906730138367645,6.504073832624314,0.0024576714512316005,6.835783897867021,0.9606948172251224,-0.3095219149736687,-15.782834995075918,-8.200675366409483
0.04000000000000002,0.07312045246362686,-5.566507078707218,0.09689866456974305,0.02078843640742958,9.251931210957722e-05,0.4672609151695277,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.027709088762978517,0.8278889030227318,4.697334452153347,0.0454560439414271,2.7730524476697647,-3.7554969523043775,-0.42038848594627276,-8.138762802589094,1.0751759887038936,0.04242150565858563,4.6831429006784235,4.347239007138561,0.06457598332590979,5.738464792579761,7.717066117512658,-0.42471440950987654,-8.777186869908352,1.0989092191517926
0.05000000000000003,-0.04926567152142525,-5.615772750228643,0.07059825053374548,0.021343278958091978,-0.0004947353322965764,0.4656648498056715,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.027029701448095293,-0.6308177801734702,-4.122763818023888,0.05639096296822154,0.05687622797171016,-5.869860525613905,-0.4602200595193815,-1.6196114903619905,5.370818609922374,0.0818911810061704,3.4915757621477814,2.2545985259062578,0.13115343192236903,7.035370672027727,12.166349197585784,-0.4763202891975891,-2.9846948605308983,5.962089432215645
0.06000000000000004,0.013957442715764046,-5.601815307512879,0.030676970203945098,0.02163709891346038,-0.0008415234057216901,0.46477051532243396,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.009408129191179698,-2.4047516997723872,-6.710881629536224,0.036358348596009074,-3.050631100636835,-5.956580539864136,-0.45018956768721957,2.3561086560772564,6.258155319762402,0.10821383946225192,2.12794659306502,0.8021026861939058,0.18001217393638824,3.630221536008769,0.17470369268234442,-0.4753243137635278,1.7908733305427729,7.412029696264234
0.07000000000000005,-0.09086733311414719,-5.692682640627027,0.020106949846024624,0.02177558425468165,-0.0010444825563233361,0.46396852743712313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02321951807786856,-3.68768595809331,-5.207792691915903,-0.008798205212757312,-5.110641745936705,-4.371313913955804,-0.4156952474528503,3.882694887088019,5.2808715032275355,0.12252758288092053,1.011254204313453,-0.025253723614681256,0.19556998578752544,0.37984452031246296,-6.453140695804497,-0.4846731885108123,-2.390224058227239,-8.297472389614384
0.08000000000000006,-0.19228985905647278,-5.884972499683499,0.0482451387387906,0.022054021533761646,-0.0008992142988222697,0.46232542495322776,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06513311358638539,-4.389323266511919,-3.182276647331922,-0.04091531954603559,-2.2132879873453954,-2.755658821432758,-0.43010010072308313,-4.301432987924576,-14.460434477512564,0.12756713593653335,0.2534143609500248,-0.35301536073166506,0.21989354672060404,3.4940987680984583,9.327157025703965,-0.5176546836623243,-3.6023978897176434,-3.6072249105125422
0.09000000000000007,-0.19185437262058258,-6.076826872304082,0.058706467575747906,0.022445403719835628,-0.0005017466143847701,0.46004474680211666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10936446868231225,-4.363978352778013,-0.9681744011621882,-0.05106858556592195,-0.4951740274358553,-2.2441457244474874,-0.4721776897424248,-4.01639275839942,-4.11393251764326,0.12818623238862384,-0.028323947307670697,-0.4121440141619592,0.28306225957757003,7.713477506011872,15.885493760124481,-0.538536262665228,-1.1365267364715588,3.33532887682005
0.10000000000000007,0.05675395205616951,-6.020072920247912,0.03278883766357807,0.022730324781767303,-0.00015695199521048128,0.45792521290175814,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1409372845740613,-1.9790144391309414,0.848962784789971,-0.06529864156287903,-1.8451823230249307,-1.7684207141585415,-0.4952453227770848,-1.3567907812743236,2.2338804233720673,0.12717446305063357,-0.13477106325323587,-0.3722002588570028,0.33724283879658523,3.9865588020870018,-0.9031306665794823,-0.522955201640385,3.0136191664282213,6.362423048985555
